"sitenum","latitude","longitude","year","species","cover"
22,39.4149990081787,-123.809997558594,2002,"B. glandula",1.5667
23,39.3400001525879,-123.819999694824,2002,"B. glandula",0.7333
24,39.272500038147,-123.7975025177,2002,"B. glandula",0.6296
25,38.3833325703939,-123.086664835612,2002,"B. glandula",8.4333
26,38.3199996948242,-123.069999694824,2002,"B. glandula",5.3333
27,38.310001373291,-123.069999694824,2002,"B. glandula",5.75
28,36.5099983215332,-121.946665445964,2002,"B. glandula",0.3333
29,36.4799995422363,-121.940002441406,2002,"B. glandula",1.0667
30,36.4466667175293,-121.923332214355,2002,"B. glandula",1.4
31,35.6599998474121,-121.279998779297,2002,"B. glandula",1.8333
32,35.6300010681152,-121.190002441406,2002,"B. glandula",3.1333
33,35.6100006103516,-121.150001525879,2002,"B. glandula",1.0667
34,34.4599990844727,-120.269996643066,2002,"B. glandula",8.4667
35,34.4599990844727,-120.268179460005,2002,"B. glandula",7
36,34.4540008544922,-120.055999755859,2002,"B. glandula",4.68
37,34.060001373291,-119.850001017253,2002,"B. glandula",6.3333
38,34.0366655985514,-119.663335164388,2002,"B. glandula",15.8621
39,34.043332417806,-119.780001322428,2002,"B. glandula",8.1
40,33.7599983215332,-118.419998168945,2002,"B. glandula",4.6333
41,33.7099990844727,-118.309997558594,2002,"B. glandula",3.9333
42,33.7000007629395,-118.286666870117,2002,"B. glandula",22.9333
43,33.4599990844727,-118.519996643066,2002,"B. glandula",2.8
44,33.4500007629395,-118.480003356934,2002,"B. glandula",0.4
45,33.439998626709,-118.476669311523,2002,"B. glandula",1.1333
46,32.8400001525879,-117.279998779297,2002,"B. glandula",0.6333
47,32.8199996948242,-117.276664733887,2002,"B. glandula",7.9667
48,32.7116661071777,-117.25,2002,"B. glandula",1.3333
50,45.9133326212565,-123.976669311523,2002,"B. glandula",4.5556
51,45.7549991607666,-123.965000152588,2002,"B. glandula",5.4828
1,48.3891661961873,-124.650001525879,2003,"B. glandula",1.6667
2,48.3375005722046,-124.687501907349,2003,"B. glandula",8.1
3,48.3133341471354,-124.660003662109,2003,"B. glandula",10.9
4,47.939998626709,-124.658336639404,2003,"B. glandula",4.3667
5,47.8699989318848,-124.599998474121,2003,"B. glandula",3.3
6,47.8600006103516,-124.569999694824,2003,"B. glandula",5.1333
9,45.7700004577637,-123.970001220703,2003,"B. glandula",8.5333
10,44.8266677856445,-124.056666056315,2003,"B. glandula",18.3258
11,44.8066673278809,-124.059997558594,2003,"B. glandula",5.2
12,44.7466672261556,-124.059997558594,2003,"B. glandula",27.9663
13,44.2425012588501,-124.110000610352,2003,"B. glandula",41.7273
14,44.218334197998,-124.110000610352,2003,"B. glandula",29.0337
15,44.2000007629395,-124.110000610352,2003,"B. glandula",37.9889
16,43.3300018310547,-124.374000549316,2003,"B. glandula",6.2333
17,43.310001373291,-124.393333435059,2003,"B. glandula",5.5862
18,43.2999992370605,-124.400001525879,2003,"B. glandula",2.0333
19,41.060001373291,-124.150001525879,2003,"B. glandula",3.3214
20,40.0200004577637,-124.073333740234,2003,"B. glandula",5.931
21,39.5974988937378,-123.779998779297,2003,"B. glandula",1.7333
22,39.4149990081787,-123.809997558594,2003,"B. glandula",1.6
23,39.3400001525879,-123.819999694824,2003,"B. glandula",1.2333
24,39.272500038147,-123.7975025177,2003,"B. glandula",0.5862
25,38.3833325703939,-123.086664835612,2003,"B. glandula",1.5556
26,38.3199996948242,-123.069999694824,2003,"B. glandula",1.4333
27,38.310001373291,-123.069999694824,2003,"B. glandula",3.5667
28,36.5099983215332,-121.946665445964,2003,"B. glandula",0.1667
29,36.4799995422363,-121.940002441406,2003,"B. glandula",0.5333
30,36.4466667175293,-121.923332214355,2003,"B. glandula",0.6333
31,35.6599998474121,-121.279998779297,2003,"B. glandula",0.7333
32,35.6300010681152,-121.190002441406,2003,"B. glandula",1.3667
33,35.6100006103516,-121.150001525879,2003,"B. glandula",0.4667
34,34.4599990844727,-120.269996643066,2003,"B. glandula",4.8667
35,34.4599990844727,-120.268179460005,2003,"B. glandula",10.3
36,34.4540008544922,-120.055999755859,2003,"B. glandula",7.17
37,34.060001373291,-119.850001017253,2003,"B. glandula",11.2333
38,34.0366655985514,-119.663335164388,2003,"B. glandula",11.5667
39,34.043332417806,-119.780001322428,2003,"B. glandula",6.2667
40,33.7599983215332,-118.419998168945,2003,"B. glandula",4.6333
41,33.7099990844727,-118.309997558594,2003,"B. glandula",15.7
42,33.7000007629395,-118.286666870117,2003,"B. glandula",28.7
43,33.4599990844727,-118.519996643066,2003,"B. glandula",0.0333
44,33.4500007629395,-118.480003356934,2003,"B. glandula",5.7
45,33.439998626709,-118.476669311523,2003,"B. glandula",1.2667
46,32.8400001525879,-117.279998779297,2003,"B. glandula",0.6667
47,32.8199996948242,-117.276664733887,2003,"B. glandula",2.4333
48,32.7116661071777,-117.25,2003,"B. glandula",0.5667
50,45.9133326212565,-123.976669311523,2003,"B. glandula",3.5
51,45.7549991607666,-123.965000152588,2003,"B. glandula",6
1,48.3891661961873,-124.650001525879,2004,"B. glandula",1.1034
2,48.3375005722046,-124.687501907349,2004,"B. glandula",2.6333
3,48.3133341471354,-124.660003662109,2004,"B. glandula",9.7333
4,47.939998626709,-124.658336639404,2004,"B. glandula",1.1333
5,47.8699989318848,-124.599998474121,2004,"B. glandula",3.2333
6,47.8600006103516,-124.569999694824,2004,"B. glandula",2
9,45.7700004577637,-123.970001220703,2004,"B. glandula",2.3333
10,44.8266677856445,-124.056666056315,2004,"B. glandula",22.7222
11,44.8066673278809,-124.059997558594,2004,"B. glandula",2.9778
12,44.7466672261556,-124.059997558594,2004,"B. glandula",6.2588
13,44.2425012588501,-124.110000610352,2004,"B. glandula",10.1556
14,44.218334197998,-124.110000610352,2004,"B. glandula",3.1333
15,44.2000007629395,-124.110000610352,2004,"B. glandula",7.1222
16,43.3300018310547,-124.374000549316,2004,"B. glandula",3.7
17,43.310001373291,-124.393333435059,2004,"B. glandula",12.2
18,43.2999992370605,-124.400001525879,2004,"B. glandula",0.7333
19,41.060001373291,-124.150001525879,2004,"B. glandula",1.9
20,40.0200004577637,-124.073333740234,2004,"B. glandula",20.7333
21,39.5974988937378,-123.779998779297,2004,"B. glandula",7.5517
22,39.4149990081787,-123.809997558594,2004,"B. glandula",6.9333
23,39.3400001525879,-123.819999694824,2004,"B. glandula",1.4667
24,39.272500038147,-123.7975025177,2004,"B. glandula",0.6429
25,38.3833325703939,-123.086664835612,2004,"B. glandula",0.9
26,38.3199996948242,-123.069999694824,2004,"B. glandula",2.2333
27,38.310001373291,-123.069999694824,2004,"B. glandula",5.5667
28,36.5099983215332,-121.946665445964,2004,"B. glandula",0.6667
29,36.4799995422363,-121.940002441406,2004,"B. glandula",0.9
30,36.4466667175293,-121.923332214355,2004,"B. glandula",1.0333
31,35.6599998474121,-121.279998779297,2004,"B. glandula",1
50,45.9133326212565,-123.976669311523,2004,"B. glandula",3.8333
51,45.7549991607666,-123.965000152588,2004,"B. glandula",3.5333
8,45.9300003051758,-123.986666361491,1999,"B. nubilus",0
10,44.8266677856445,-124.056666056315,1999,"B. nubilus",0
11,44.8066673278809,-124.059997558594,1999,"B. nubilus",0
12,44.7466672261556,-124.059997558594,1999,"B. nubilus",0
13,44.2425012588501,-124.110000610352,1999,"B. nubilus",0
14,44.218334197998,-124.110000610352,1999,"B. nubilus",0
15,44.2000007629395,-124.110000610352,1999,"B. nubilus",0
16,43.3300018310547,-124.374000549316,1999,"B. nubilus",0
17,43.310001373291,-124.393333435059,1999,"B. nubilus",0
18,43.2999992370605,-124.400001525879,1999,"B. nubilus",0
19,41.060001373291,-124.150001525879,1999,"B. nubilus",0
20,40.0200004577637,-124.073333740234,1999,"B. nubilus",0
21,39.5974988937378,-123.779998779297,1999,"B. nubilus",0
22,39.4149990081787,-123.809997558594,1999,"B. nubilus",0
23,39.3400001525879,-123.819999694824,1999,"B. nubilus",0
24,39.272500038147,-123.7975025177,1999,"B. nubilus",0
1,48.3891661961873,-124.650001525879,2000,"B. nubilus",0
2,48.3375005722046,-124.687501907349,2000,"B. nubilus",0
3,48.3133341471354,-124.660003662109,2000,"B. nubilus",0
4,47.939998626709,-124.658336639404,2000,"B. nubilus",0
5,47.8699989318848,-124.599998474121,2000,"B. nubilus",0
6,47.8600006103516,-124.569999694824,2000,"B. nubilus",0
9,45.7700004577637,-123.970001220703,2000,"B. nubilus",0
10,44.8266677856445,-124.056666056315,2000,"B. nubilus",0.0333
11,44.8066673278809,-124.059997558594,2000,"B. nubilus",0
12,44.7466672261556,-124.059997558594,2000,"B. nubilus",0
13,44.2425012588501,-124.110000610352,2000,"B. nubilus",0
14,44.218334197998,-124.110000610352,2000,"B. nubilus",0
15,44.2000007629395,-124.110000610352,2000,"B. nubilus",0
16,43.3300018310547,-124.374000549316,2000,"B. nubilus",0
17,43.310001373291,-124.393333435059,2000,"B. nubilus",0
18,43.2999992370605,-124.400001525879,2000,"B. nubilus",0.0667
19,41.060001373291,-124.150001525879,2000,"B. nubilus",0
20,40.0200004577637,-124.073333740234,2000,"B. nubilus",0.0333
21,39.5974988937378,-123.779998779297,2000,"B. nubilus",0
22,39.4149990081787,-123.809997558594,2000,"B. nubilus",0
23,39.3400001525879,-123.819999694824,2000,"B. nubilus",0
24,39.272500038147,-123.7975025177,2000,"B. nubilus",0.1034
25,38.3833325703939,-123.086664835612,2000,"B. nubilus",0
26,38.3199996948242,-123.069999694824,2000,"B. nubilus",0.1333
27,38.310001373291,-123.069999694824,2000,"B. nubilus",0
28,36.5099983215332,-121.946665445964,2000,"B. nubilus",0
29,36.4799995422363,-121.940002441406,2000,"B. nubilus",0
30,36.4466667175293,-121.923332214355,2000,"B. nubilus",0.0333
31,35.6599998474121,-121.279998779297,2000,"B. nubilus",0
32,35.6300010681152,-121.190002441406,2000,"B. nubilus",0
33,35.6100006103516,-121.150001525879,2000,"B. nubilus",0
34,34.4599990844727,-120.269996643066,2000,"B. nubilus",0
35,34.4599990844727,-120.268179460005,2000,"B. nubilus",0
36,34.4540008544922,-120.055999755859,2000,"B. nubilus",0
37,34.060001373291,-119.850001017253,2000,"B. nubilus",0
38,34.0366655985514,-119.663335164388,2000,"B. nubilus",0
39,34.043332417806,-119.780001322428,2000,"B. nubilus",0
40,33.7599983215332,-118.419998168945,2000,"B. nubilus",0
41,33.7099990844727,-118.309997558594,2000,"B. nubilus",0
42,33.7000007629395,-118.286666870117,2000,"B. nubilus",0
43,33.4599990844727,-118.519996643066,2000,"B. nubilus",0
44,33.4500007629395,-118.480003356934,2000,"B. nubilus",0.1667
45,33.439998626709,-118.476669311523,2000,"B. nubilus",0
46,32.8400001525879,-117.279998779297,2000,"B. nubilus",0
47,32.8199996948242,-117.276664733887,2000,"B. nubilus",0
48,32.7116661071777,-117.25,2000,"B. nubilus",0
50,45.9133326212565,-123.976669311523,2000,"B. nubilus",0
51,45.7549991607666,-123.965000152588,2000,"B. nubilus",0.1333
1,48.3891661961873,-124.650001525879,2001,"B. nubilus",0.0333
2,48.3375005722046,-124.687501907349,2001,"B. nubilus",0
3,48.3133341471354,-124.660003662109,2001,"B. nubilus",0
4,47.939998626709,-124.658336639404,2001,"B. nubilus",0.2
5,47.8699989318848,-124.599998474121,2001,"B. nubilus",0
6,47.8600006103516,-124.569999694824,2001,"B. nubilus",0
9,45.7700004577637,-123.970001220703,2001,"B. nubilus",0
10,44.8266677856445,-124.056666056315,2001,"B. nubilus",0
11,44.8066673278809,-124.059997558594,2001,"B. nubilus",0
12,44.7466672261556,-124.059997558594,2001,"B. nubilus",0
13,44.2425012588501,-124.110000610352,2001,"B. nubilus",0
14,44.218334197998,-124.110000610352,2001,"B. nubilus",0
15,44.2000007629395,-124.110000610352,2001,"B. nubilus",0
16,43.3300018310547,-124.374000549316,2001,"B. nubilus",0
17,43.310001373291,-124.393333435059,2001,"B. nubilus",0
18,43.2999992370605,-124.400001525879,2001,"B. nubilus",0
19,41.060001373291,-124.150001525879,2001,"B. nubilus",0
20,40.0200004577637,-124.073333740234,2001,"B. nubilus",0.5667
21,39.5974988937378,-123.779998779297,2001,"B. nubilus",0
22,39.4149990081787,-123.809997558594,2001,"B. nubilus",0
23,39.3400001525879,-123.819999694824,2001,"B. nubilus",0
24,39.272500038147,-123.7975025177,2001,"B. nubilus",0.9667
25,38.3833325703939,-123.086664835612,2001,"B. nubilus",0.0333
26,38.3199996948242,-123.069999694824,2001,"B. nubilus",0.1333
27,38.310001373291,-123.069999694824,2001,"B. nubilus",0
28,36.5099983215332,-121.946665445964,2001,"B. nubilus",0
29,36.4799995422363,-121.940002441406,2001,"B. nubilus",0.0333
30,36.4466667175293,-121.923332214355,2001,"B. nubilus",0
31,35.6599998474121,-121.279998779297,2001,"B. nubilus",0
32,35.6300010681152,-121.190002441406,2001,"B. nubilus",0
33,35.6100006103516,-121.150001525879,2001,"B. nubilus",0
34,34.4599990844727,-120.269996643066,2001,"B. nubilus",0
35,34.4599990844727,-120.268179460005,2001,"B. nubilus",0
36,34.4540008544922,-120.055999755859,2001,"B. nubilus",0
37,34.060001373291,-119.850001017253,2001,"B. nubilus",0
38,34.0366655985514,-119.663335164388,2001,"B. nubilus",0
39,34.043332417806,-119.780001322428,2001,"B. nubilus",0
40,33.7599983215332,-118.419998168945,2001,"B. nubilus",0
41,33.7099990844727,-118.309997558594,2001,"B. nubilus",0
42,33.7000007629395,-118.286666870117,2001,"B. nubilus",0
43,33.4599990844727,-118.519996643066,2001,"B. nubilus",0
44,33.4500007629395,-118.480003356934,2001,"B. nubilus",0
45,33.439998626709,-118.476669311523,2001,"B. nubilus",0
46,32.8400001525879,-117.279998779297,2001,"B. nubilus",0
47,32.8199996948242,-117.276664733887,2001,"B. nubilus",0
48,32.7116661071777,-117.25,2001,"B. nubilus",0
50,45.9133326212565,-123.976669311523,2001,"B. nubilus",0.2333
51,45.7549991607666,-123.965000152588,2001,"B. nubilus",0
1,48.3891661961873,-124.650001525879,2002,"B. nubilus",0
2,48.3375005722046,-124.687501907349,2002,"B. nubilus",0
3,48.3133341471354,-124.660003662109,2002,"B. nubilus",0
4,47.939998626709,-124.658336639404,2002,"B. nubilus",0.0333
5,47.8699989318848,-124.599998474121,2002,"B. nubilus",0
6,47.8600006103516,-124.569999694824,2002,"B. nubilus",0
9,45.7700004577637,-123.970001220703,2002,"B. nubilus",0
10,44.8266677856445,-124.056666056315,2002,"B. nubilus",0
11,44.8066673278809,-124.059997558594,2002,"B. nubilus",0
12,44.7466672261556,-124.059997558594,2002,"B. nubilus",0
13,44.2425012588501,-124.110000610352,2002,"B. nubilus",0.0333
14,44.218334197998,-124.110000610352,2002,"B. nubilus",0
15,44.2000007629395,-124.110000610352,2002,"B. nubilus",0
16,43.3300018310547,-124.374000549316,2002,"B. nubilus",0
17,43.310001373291,-124.393333435059,2002,"B. nubilus",0
18,43.2999992370605,-124.400001525879,2002,"B. nubilus",0
19,41.060001373291,-124.150001525879,2002,"B. nubilus",0.3667
20,40.0200004577637,-124.073333740234,2002,"B. nubilus",0.0667
21,39.5974988937378,-123.779998779297,2002,"B. nubilus",0.0333
22,39.4149990081787,-123.809997558594,2002,"B. nubilus",0
23,39.3400001525879,-123.819999694824,2002,"B. nubilus",0
24,39.272500038147,-123.7975025177,2002,"B. nubilus",0.1852
25,38.3833325703939,-123.086664835612,2002,"B. nubilus",1.5333
26,38.3199996948242,-123.069999694824,2002,"B. nubilus",0
27,38.310001373291,-123.069999694824,2002,"B. nubilus",0.0357
28,36.5099983215332,-121.946665445964,2002,"B. nubilus",0
29,36.4799995422363,-121.940002441406,2002,"B. nubilus",0
30,36.4466667175293,-121.923332214355,2002,"B. nubilus",0.0333
31,35.6599998474121,-121.279998779297,2002,"B. nubilus",0
32,35.6300010681152,-121.190002441406,2002,"B. nubilus",0
33,35.6100006103516,-121.150001525879,2002,"B. nubilus",0
34,34.4599990844727,-120.269996643066,2002,"B. nubilus",0
35,34.4599990844727,-120.268179460005,2002,"B. nubilus",0
36,34.4540008544922,-120.055999755859,2002,"B. nubilus",0
37,34.060001373291,-119.850001017253,2002,"B. nubilus",0
38,34.0366655985514,-119.663335164388,2002,"B. nubilus",0
39,34.043332417806,-119.780001322428,2002,"B. nubilus",0
40,33.7599983215332,-118.419998168945,2002,"B. nubilus",0
41,33.7099990844727,-118.309997558594,2002,"B. nubilus",0
42,33.7000007629395,-118.286666870117,2002,"B. nubilus",0
43,33.4599990844727,-118.519996643066,2002,"B. nubilus",0
44,33.4500007629395,-118.480003356934,2002,"B. nubilus",0
45,33.439998626709,-118.476669311523,2002,"B. nubilus",0
46,32.8400001525879,-117.279998779297,2002,"B. nubilus",0
47,32.8199996948242,-117.276664733887,2002,"B. nubilus",0
48,32.7116661071777,-117.25,2002,"B. nubilus",0
50,45.9133326212565,-123.976669311523,2002,"B. nubilus",0.2222
51,45.7549991607666,-123.965000152588,2002,"B. nubilus",0.3448
1,48.3891661961873,-124.650001525879,2003,"B. nubilus",0.0667
2,48.3375005722046,-124.687501907349,2003,"B. nubilus",0
3,48.3133341471354,-124.660003662109,2003,"B. nubilus",0.1667
4,47.939998626709,-124.658336639404,2003,"B. nubilus",0.0333
5,47.8699989318848,-124.599998474121,2003,"B. nubilus",0.0333
6,47.8600006103516,-124.569999694824,2003,"B. nubilus",0
9,45.7700004577637,-123.970001220703,2003,"B. nubilus",0
10,44.8266677856445,-124.056666056315,2003,"B. nubilus",0
11,44.8066673278809,-124.059997558594,2003,"B. nubilus",0
12,44.7466672261556,-124.059997558594,2003,"B. nubilus",0
13,44.2425012588501,-124.110000610352,2003,"B. nubilus",0
14,44.218334197998,-124.110000610352,2003,"B. nubilus",0.0889
15,44.2000007629395,-124.110000610352,2003,"B. nubilus",0.0333
16,43.3300018310547,-124.374000549316,2003,"B. nubilus",0
17,43.310001373291,-124.393333435059,2003,"B. nubilus",0
18,43.2999992370605,-124.400001525879,2003,"B. nubilus",0.0333
19,41.060001373291,-124.150001525879,2003,"B. nubilus",1.4286
20,40.0200004577637,-124.073333740234,2003,"B. nubilus",0
21,39.5974988937378,-123.779998779297,2003,"B. nubilus",0
22,39.4149990081787,-123.809997558594,2003,"B. nubilus",0
23,39.3400001525879,-123.819999694824,2003,"B. nubilus",0.2333
24,39.272500038147,-123.7975025177,2003,"B. nubilus",0.3793
25,38.3833325703939,-123.086664835612,2003,"B. nubilus",0.1111
26,38.3199996948242,-123.069999694824,2003,"B. nubilus",0.1
27,38.310001373291,-123.069999694824,2003,"B. nubilus",0.0333
28,36.5099983215332,-121.946665445964,2003,"B. nubilus",0
29,36.4799995422363,-121.940002441406,2003,"B. nubilus",0
30,36.4466667175293,-121.923332214355,2003,"B. nubilus",0
31,35.6599998474121,-121.279998779297,2003,"B. nubilus",0
32,35.6300010681152,-121.190002441406,2003,"B. nubilus",0
33,35.6100006103516,-121.150001525879,2003,"B. nubilus",0
34,34.4599990844727,-120.269996643066,2003,"B. nubilus",0
35,34.4599990844727,-120.268179460005,2003,"B. nubilus",0
36,34.4540008544922,-120.055999755859,2003,"B. nubilus",0
37,34.060001373291,-119.850001017253,2003,"B. nubilus",0
38,34.0366655985514,-119.663335164388,2003,"B. nubilus",0
39,34.043332417806,-119.780001322428,2003,"B. nubilus",0
40,33.7599983215332,-118.419998168945,2003,"B. nubilus",0
41,33.7099990844727,-118.309997558594,2003,"B. nubilus",0
42,33.7000007629395,-118.286666870117,2003,"B. nubilus",0
43,33.4599990844727,-118.519996643066,2003,"B. nubilus",0
44,33.4500007629395,-118.480003356934,2003,"B. nubilus",0
45,33.439998626709,-118.476669311523,2003,"B. nubilus",0
46,32.8400001525879,-117.279998779297,2003,"B. nubilus",0
47,32.8199996948242,-117.276664733887,2003,"B. nubilus",0
48,32.7116661071777,-117.25,2003,"B. nubilus",0
50,45.9133326212565,-123.976669311523,2003,"B. nubilus",0.8
51,45.7549991607666,-123.965000152588,2003,"B. nubilus",0.1
1,48.3891661961873,-124.650001525879,2004,"B. nubilus",0
2,48.3375005722046,-124.687501907349,2004,"B. nubilus",0
3,48.3133341471354,-124.660003662109,2004,"B. nubilus",0
4,47.939998626709,-124.658336639404,2004,"B. nubilus",0
5,47.8699989318848,-124.599998474121,2004,"B. nubilus",0
6,47.8600006103516,-124.569999694824,2004,"B. nubilus",0
9,45.7700004577637,-123.970001220703,2004,"B. nubilus",0
10,44.8266677856445,-124.056666056315,2004,"B. nubilus",0
11,44.8066673278809,-124.059997558594,2004,"B. nubilus",0
12,44.7466672261556,-124.059997558594,2004,"B. nubilus",0
13,44.2425012588501,-124.110000610352,2004,"B. nubilus",0
14,44.218334197998,-124.110000610352,2004,"B. nubilus",0.0111
15,44.2000007629395,-124.110000610352,2004,"B. nubilus",0
16,43.3300018310547,-124.374000549316,2004,"B. nubilus",0
17,43.310001373291,-124.393333435059,2004,"B. nubilus",0
18,43.2999992370605,-124.400001525879,2004,"B. nubilus",0.0333
19,41.060001373291,-124.150001525879,2004,"B. nubilus",0
20,40.0200004577637,-124.073333740234,2004,"B. nubilus",0.0333
21,39.5974988937378,-123.779998779297,2004,"B. nubilus",0
22,39.4149990081787,-123.809997558594,2004,"B. nubilus",0
23,39.3400001525879,-123.819999694824,2004,"B. nubilus",0.0333
24,39.272500038147,-123.7975025177,2004,"B. nubilus",0.0714
25,38.3833325703939,-123.086664835612,2004,"B. nubilus",0.1
26,38.3199996948242,-123.069999694824,2004,"B. nubilus",0.1
27,38.310001373291,-123.069999694824,2004,"B. nubilus",0
28,36.5099983215332,-121.946665445964,2004,"B. nubilus",0
29,36.4799995422363,-121.940002441406,2004,"B. nubilus",0
30,36.4466667175293,-121.923332214355,2004,"B. nubilus",0
31,35.6599998474121,-121.279998779297,2004,"B. nubilus",0
50,45.9133326212565,-123.976669311523,2004,"B. nubilus",1.2333
51,45.7549991607666,-123.965000152588,2004,"B. nubilus",0
8,45.9300003051758,-123.986666361491,1999,"P. polymerus",15
10,44.8266677856445,-124.056666056315,1999,"P. polymerus",7.6667
11,44.8066673278809,-124.059997558594,1999,"P. polymerus",5.8
12,44.7466672261556,-124.059997558594,1999,"P. polymerus",2.0667
13,44.2425012588501,-124.110000610352,1999,"P. polymerus",5
14,44.218334197998,-124.110000610352,1999,"P. polymerus",14.7333
15,44.2000007629395,-124.110000610352,1999,"P. polymerus",18.05
16,43.3300018310547,-124.374000549316,1999,"P. polymerus",0.6667
17,43.310001373291,-124.393333435059,1999,"P. polymerus",5.2333
18,43.2999992370605,-124.400001525879,1999,"P. polymerus",5.9
19,41.060001373291,-124.150001525879,1999,"P. polymerus",6.8667
20,40.0200004577637,-124.073333740234,1999,"P. polymerus",7.2333
21,39.5974988937378,-123.779998779297,1999,"P. polymerus",2.3
22,39.4149990081787,-123.809997558594,1999,"P. polymerus",0.1
23,39.3400001525879,-123.819999694824,1999,"P. polymerus",7.7667
24,39.272500038147,-123.7975025177,1999,"P. polymerus",9.4
1,48.3891661961873,-124.650001525879,2000,"P. polymerus",4.8667
2,48.3375005722046,-124.687501907349,2000,"P. polymerus",8
3,48.3133341471354,-124.660003662109,2000,"P. polymerus",1.5333
4,47.939998626709,-124.658336639404,2000,"P. polymerus",6.6333
5,47.8699989318848,-124.599998474121,2000,"P. polymerus",3.6333
6,47.8600006103516,-124.569999694824,2000,"P. polymerus",0.2
9,45.7700004577637,-123.970001220703,2000,"P. polymerus",0.2
10,44.8266677856445,-124.056666056315,2000,"P. polymerus",4.5667
11,44.8066673278809,-124.059997558594,2000,"P. polymerus",9.2667
12,44.7466672261556,-124.059997558594,2000,"P. polymerus",2.5667
13,44.2425012588501,-124.110000610352,2000,"P. polymerus",6.8333
14,44.218334197998,-124.110000610352,2000,"P. polymerus",7.7333
15,44.2000007629395,-124.110000610352,2000,"P. polymerus",8.5333
16,43.3300018310547,-124.374000549316,2000,"P. polymerus",0
17,43.310001373291,-124.393333435059,2000,"P. polymerus",4.2
18,43.2999992370605,-124.400001525879,2000,"P. polymerus",6.4333
19,41.060001373291,-124.150001525879,2000,"P. polymerus",5.3
20,40.0200004577637,-124.073333740234,2000,"P. polymerus",4.4667
21,39.5974988937378,-123.779998779297,2000,"P. polymerus",6.3333
22,39.4149990081787,-123.809997558594,2000,"P. polymerus",0
23,39.3400001525879,-123.819999694824,2000,"P. polymerus",7.4333
24,39.272500038147,-123.7975025177,2000,"P. polymerus",11.8621
25,38.3833325703939,-123.086664835612,2000,"P. polymerus",18.4333
26,38.3199996948242,-123.069999694824,2000,"P. polymerus",12.9
27,38.310001373291,-123.069999694824,2000,"P. polymerus",7.6667
28,36.5099983215332,-121.946665445964,2000,"P. polymerus",2.4
29,36.4799995422363,-121.940002441406,2000,"P. polymerus",2.9333
30,36.4466667175293,-121.923332214355,2000,"P. polymerus",2.2
31,35.6599998474121,-121.279998779297,2000,"P. polymerus",1.2069
32,35.6300010681152,-121.190002441406,2000,"P. polymerus",3.069
33,35.6100006103516,-121.150001525879,2000,"P. polymerus",2.5862
34,34.4599990844727,-120.269996643066,2000,"P. polymerus",2.2333
35,34.4599990844727,-120.268179460005,2000,"P. polymerus",0
36,34.4540008544922,-120.055999755859,2000,"P. polymerus",6.78
37,34.060001373291,-119.850001017253,2000,"P. polymerus",7.5333
38,34.0366655985514,-119.663335164388,2000,"P. polymerus",1.2333
39,34.043332417806,-119.780001322428,2000,"P. polymerus",2
40,33.7599983215332,-118.419998168945,2000,"P. polymerus",6.4138
41,33.7099990844727,-118.309997558594,2000,"P. polymerus",6.1
42,33.7000007629395,-118.286666870117,2000,"P. polymerus",1.5333
43,33.4599990844727,-118.519996643066,2000,"P. polymerus",0
44,33.4500007629395,-118.480003356934,2000,"P. polymerus",0
45,33.439998626709,-118.476669311523,2000,"P. polymerus",0.0667
46,32.8400001525879,-117.279998779297,2000,"P. polymerus",0.7333
47,32.8199996948242,-117.276664733887,2000,"P. polymerus",2.9333
48,32.7116661071777,-117.25,2000,"P. polymerus",0.2667
50,45.9133326212565,-123.976669311523,2000,"P. polymerus",14.3333
51,45.7549991607666,-123.965000152588,2000,"P. polymerus",6.0333
1,48.3891661961873,-124.650001525879,2001,"P. polymerus",7.7
2,48.3375005722046,-124.687501907349,2001,"P. polymerus",12.6
3,48.3133341471354,-124.660003662109,2001,"P. polymerus",0.0333
4,47.939998626709,-124.658336639404,2001,"P. polymerus",1.2667
5,47.8699989318848,-124.599998474121,2001,"P. polymerus",0.8667
6,47.8600006103516,-124.569999694824,2001,"P. polymerus",0.5
9,45.7700004577637,-123.970001220703,2001,"P. polymerus",6.3571
10,44.8266677856445,-124.056666056315,2001,"P. polymerus",5.5333
11,44.8066673278809,-124.059997558594,2001,"P. polymerus",2.3
12,44.7466672261556,-124.059997558594,2001,"P. polymerus",1.3
13,44.2425012588501,-124.110000610352,2001,"P. polymerus",10.5
14,44.218334197998,-124.110000610352,2001,"P. polymerus",14
15,44.2000007629395,-124.110000610352,2001,"P. polymerus",11.9667
16,43.3300018310547,-124.374000549316,2001,"P. polymerus",0.6333
17,43.310001373291,-124.393333435059,2001,"P. polymerus",5.7667
18,43.2999992370605,-124.400001525879,2001,"P. polymerus",7.4
19,41.060001373291,-124.150001525879,2001,"P. polymerus",7.5
20,40.0200004577637,-124.073333740234,2001,"P. polymerus",4.9333
21,39.5974988937378,-123.779998779297,2001,"P. polymerus",0.4333
22,39.4149990081787,-123.809997558594,2001,"P. polymerus",0.2
23,39.3400001525879,-123.819999694824,2001,"P. polymerus",9.5
24,39.272500038147,-123.7975025177,2001,"P. polymerus",11.8
25,38.3833325703939,-123.086664835612,2001,"P. polymerus",20.8621
26,38.3199996948242,-123.069999694824,2001,"P. polymerus",10.0667
27,38.310001373291,-123.069999694824,2001,"P. polymerus",11.6429
